S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Constituency,State Code,Constituency Number
3.0,TAPAS BANERJEE,All India Secular Front,121355,85,121440,7.92,17 - Barasat (West Bengal),25,17
4.0,SANJIB CHATTERJEE,All India Forward Bloc,99456,544,100000,6.52,17 - Barasat (West Bengal),25,17
5.0,SMRITIKANA HAOLADAR,Bahujan Samaj Party,5759,28,5787,0.38,17 - Barasat (West Bengal),25,17
6.0,SAIFUDDIN MONDAL,Independent,3823,4,3827,0.25,17 - Barasat (West Bengal),25,17
7.0,SWAPAN MAJUMDAR,Independent,3083,2,3085,0.2,17 - Barasat (West Bengal),25,17
8.0,S MUKHTAR AHMED,Independent,2639,8,2647,0.17,17 - Barasat (West Bengal),25,17
9.0,SEFALI DEY,Bharatiya Nyay-Adhikar Raksha Party,2244,8,2252,0.15,17 - Barasat (West Bengal),25,17
10.0,SADHAN GHOSH,Socialist Unity Centre Of India (COMMUNIST),2025,22,2047,0.13,17 - Barasat (West Bengal),25,17
11.0,BIKASH SARKAR,Mulnibasi Party of India,1928,1,1929,0.13,17 - Barasat (West Bengal),25,17
12.0,MOHAN LAL ADHIKARY,Independent,1850,14,1864,0.12,17 - Barasat (West Bengal),25,17
13.0,NOTA,None of the Above,17834,58,17892,1.17,17 - Barasat (West Bengal),25,17
,Total,,1527533,5068,1532601,,17 - Barasat (West Bengal),25,17
1.0,SK NURUL ISLAM,All India Trinamool Congress,801542,2220,803762,52.76,18 - Basirhat (West Bengal),25,18
2.0,REKHA PATRA,Bharatiya Janata Party,468593,1622,470215,30.87,18 - Basirhat (West Bengal),25,18
3.0,AKHTAR RAHAMAN BISWAS,All India Secular Front,123432,68,123500,8.11,18 - Basirhat (West Bengal),25,18
4.0,NIRAPADA SARDAR,Communist Party of India (Marxist),77611,288,77899,5.11,18 - Basirhat (West Bengal),25,18
5.0,MAFIJUL MOLLA,Independent,11833,-,11833,0.78,18 - Basirhat (West Bengal),25,18
6.0,PRIYAMA DAS,Independent,6606,14,6620,0.43,18 - Basirhat (West Bengal),25,18
7.0,MIRAZ MOLLA,Independent,5902,-,5902,0.39,18 - Basirhat (West Bengal),25,18
8.0,MD ABUL KALAM MOLLA,Bahujan Samaj Party,4451,13,4464,0.29,18 - Basirhat (West Bengal),25,18
9.0,BIDYUT GAYEN,Independent,3625,9,3634,0.24,18 - Basirhat (West Bengal),25,18
10.0,IMRAN ALI SARDAR,Bharatheeya Jawan Kisan Party,2548,5,2553,0.17,18 - Basirhat (West Bengal),25,18
11.0,PIYARUL ISLAM,Independent,2388,3,2391,0.16,18 - Basirhat (West Bengal),25,18
12.0,SARAVAN SINGH,Independent,2020,1,2021,0.13,18 - Basirhat (West Bengal),25,18
13.0,DAUD ALI GAZI,Socialist Unity Centre Of India (COMMUNIST),1163,4,1167,0.08,18 - Basirhat (West Bengal),25,18
14.0,KINKAR KANTI ROY,Independent,1115,3,1118,0.07,18 - Basirhat (West Bengal),25,18
15.0,BIPUL CHANDRA BISWAS,Mulnibasi Party of India,1070,4,1074,0.07,18 - Basirhat (West Bengal),25,18
16.0,NOTA,None of the Above,5229,19,5248,0.34,18 - Basirhat (West Bengal),25,18
,Total,,1519128,4273,1523401,,18 - Basirhat (West Bengal),25,18
1.0,PRATIMA MONDAL,All India Trinamool Congress,891053,3259,894312,60.32,19 - Joynagar (West Bengal),25,19
2.0,ASHOK KANDARY,Bharatiya Janata Party,422546,1547,424093,28.6,19 - Joynagar (West Bengal),25,19
3.0,MEGHNATH HALDER,All India Secular Front,65316,56,65372,4.41,19 - Joynagar (West Bengal),25,19
4.0,SAMARENDRA NATH MONDAL,Revolutionary Socialist Party,39927,186,40113,2.71,19 - Joynagar (West Bengal),25,19
5.0,NIRANJAN NASKAR,Socialist Unity Centre Of India (COMMUNIST),14547,75,14622,0.99,19 - Joynagar (West Bengal),25,19
6.0,SUJAN SARDAR,Independent,10779,15,10794,0.73,19 - Joynagar (West Bengal),25,19
7.0,SINDHUPADA BAIRAGI,Independent,9150,12,9162,0.62,19 - Joynagar (West Bengal),25,19
8.0,SHANKAR DEB MONDAL,Bahujan Samaj Party,6363,28,6391,0.43,19 - Joynagar (West Bengal),25,19
9.0,JURAN CHANDRA PANDEY,Mulnibasi Party of India,3750,19,3769,0.25,19 - Joynagar (West Bengal),25,19
10.0,MILAN NASKAR,Independent,2129,7,2136,0.14,19 - Joynagar (West Bengal),25,19
11.0,PRATIMA MONDAL,Independent,2052,27,2079,0.14,19 - Joynagar (West Bengal),25,19
12.0,NOTA,None of the Above,9756,32,9788,0.66,19 - Joynagar (West Bengal),25,19
,Total,,1477368,5263,1482631,,19 - Joynagar (West Bengal),25,19
1.0,BAPI HALDAR,All India Trinamool Congress,752486,3245,755731,50.52,20 - Mathurapur (West Bengal),25,20
2.0,ASHOK PURKAIT,Bharatiya Janata Party,552798,1876,554674,37.08,20 - Mathurapur (West Bengal),25,20
3.0,AJAY KUMAR DAS,All India Secular Front,87530,76,87606,5.86,20 - Mathurapur (West Bengal),25,20
4.0,DR SARAT CHANDRA HALDER,Communist Party of India (Marxist),60778,322,61100,4.08,20 - Mathurapur (West Bengal),25,20
5.0,BAPI HALDER,Independent,8922,12,8934,0.6,20 - Mathurapur (West Bengal),25,20
6.0,BAPI HALDAR,Independent,5607,19,5626,0.38,20 - Mathurapur (West Bengal),25,20
7.0,BISWANATH SARDAR,Socialist Unity Centre Of India (COMMUNIST),4505,29,4534,0.3,20 - Mathurapur (West Bengal),25,20
8.0,PANKAJ KUMAR HALDER,Bahujan Samaj Party,4238,19,4257,0.28,20 - Mathurapur (West Bengal),25,20
9.0,ASHOKE PUROKAIT,Independent,1489,12,1501,0.1,20 - Mathurapur (West Bengal),25,20
10.0,ASHOKE SARDAR,Independent,1474,27,1501,0.1,20 - Mathurapur (West Bengal),25,20
11.0,BAPPA DAS,Party for Democratic Socialism,1203,6,1209,0.08,20 - Mathurapur (West Bengal),25,20
12.0,RUDRA PRASAD MANDAL,Mulnibasi Party of India,707,13,720,0.05,20 - Mathurapur (West Bengal),25,20
13.0,NOTA,None of the Above,8593,38,8631,0.58,20 - Mathurapur (West Bengal),25,20
,Total,,1490330,5694,1496024,,20 - Mathurapur (West Bengal),25,20
1.0,ABHISHEK BANERJEE,All India Trinamool Congress,1043493,4737,1048230,68.48,21 - Diamond harbour (West Bengal),25,21
2.0,ABHIJIT DAS (BOBBY),Bharatiya Janata Party,336068,1232,337300,22.03,21 - Diamond harbour (West Bengal),25,21
3.0,PRATIK UR RAHAMAN,Communist Party of India (Marxist),86507,446,86953,5.68,21 - Diamond harbour (West Bengal),25,21
4.0,MAJNU LASKAR,All India Secular Front,21109,30,21139,1.38,21 - Diamond harbour (West Bengal),25,21
5.0,SUBRATA BOSE,Independent,9819,6,9825,0.64,21 - Diamond harbour (West Bengal),25,21
6.0,DASARATHI PAIK,Bahujan Samaj Party,7082,29,7111,0.46,21 - Diamond harbour (West Bengal),25,21
7.0,MALAY GUHA ROY,Independent,2963,8,2971,0.19,21 - Diamond harbour (West Bengal),25,21
8.0,PULAKESH MONDAL,Independent,1945,3,1948,0.13,21 - Diamond harbour (West Bengal),25,21
9.0,KALIMUDDIN SK,Indian National Socialistic Action Forces,1579,11,1590,0.1,21 - Diamond harbour (West Bengal),25,21
10.0,RAMKUMAR MONDAL,Socialist Unity Centre Of India (COMMUNIST),1411,7,1418,0.09,21 - Diamond harbour (West Bengal),25,21
11.0,ANISUR RAHAMAN SK,Independent,1152,7,1159,0.08,21 - Diamond harbour (West Bengal),25,21
12.0,KASHINATH MONDAL,Independent,961,24,985,0.06,21 - Diamond harbour (West Bengal),25,21
13.0,NOTA,None of the Above,10134,54,10188,0.67,21 - Diamond harbour (West Bengal),25,21
,Total,,1524223,6594,1530817,,21 - Diamond harbour (West Bengal),25,21
1.0,SAYANI GHOSH,All India Trinamool Congress,714049,3850,717899,45.83,22 - Jadavpur (West Bengal),25,22
2.0,DR. ANIRBAN GANGULY,Bharatiya Janata Party,457307,2391,459698,29.35,22 - Jadavpur (West Bengal),25,22
3.0,SRIJAN BHATTACHARYYA,Communist Party of India (Marxist),256951,1761,258712,16.52,22 - Jadavpur (West Bengal),25,22
4.0,NUR ALAM KHAN,All India Secular Front,83291,71,83362,5.32,22 - Jadavpur (West Bengal),25,22
5.0,RANJIT KUMAR MANDAL,Independent,13021,9,13030,0.83,22 - Jadavpur (West Bengal),25,22
6.0,HOSEN GAZI,Independent,4925,2,4927,0.31,22 - Jadavpur (West Bengal),25,22
7.0,SANDIP NATH,Bahujan Samaj Party,4434,28,4462,0.28,22 - Jadavpur (West Bengal),25,22
8.0,KALPANA NASKAR DATTA,Socialist Unity Centre Of India (COMMUNIST),4416,35,4451,0.28,22 - Jadavpur (West Bengal),25,22
9.0,BALARAM MANDAL,Independent,2829,6,2835,0.18,22 - Jadavpur (West Bengal),25,22
10.0,TANUSHREE MONDAL,Independent,2419,8,2427,0.15,22 - Jadavpur (West Bengal),25,22
11.0,SHANKAR MANDAL,Independent,1439,3,1442,0.09,22 - Jadavpur (West Bengal),25,22
12.0,SRI GOPAN SARDAR,Mulnibasi Party of India,1366,7,1373,0.09,22 - Jadavpur (West Bengal),25,22
13.0,PURNIMA DEBNATH,Independent,1301,24,1325,0.08,22 - Jadavpur (West Bengal),25,22
14.0,CHANDRACHUR GOSWAMI,Independent,1112,2,1114,0.07,22 - Jadavpur (West Bengal),25,22
15.0,ARUN SARKAR,Independent,1107,3,1110,0.07,22 - Jadavpur (West Bengal),25,22
16.0,DIPAK SARDAR,Independent,924,3,927,0.06,22 - Jadavpur (West Bengal),25,22
17.0,NOTA,None of the Above,7316,99,7415,0.47,22 - Jadavpur (West Bengal),25,22
,Total,,1558207,8302,1566509,,22 - Jadavpur (West Bengal),25,22
1.0,MALA ROY,All India Trinamool Congress,612725,2549,615274,49.48,23 - Kolkata Dakshin (West Bengal),25,23
2.0,DEBASREE CHAUDHURI,Bharatiya Janata Party,426459,1584,428043,34.42,23 - Kolkata Dakshin (West Bengal),25,23
3.0,SAIRA SHAH HALIM,Communist Party of India (Marxist),167771,760,168531,13.55,23 - Kolkata Dakshin (West Bengal),25,23
4.0,NIRAJ AGARWAL,Independent,4028,4,4032,0.32,23 - Kolkata Dakshin (West Bengal),25,23
5.0,FIROZA KHATUN,Bahujan Samaj Party,3958,17,3975,0.32,23 - Kolkata Dakshin (West Bengal),25,23
6.0,SANTANU ROY,Independent,2918,2,2920,0.23,23 - Kolkata Dakshin (West Bengal),25,23
7.0,ZUBAIR RABBANI,Socialist Unity Centre Of India (COMMUNIST),2290,10,2300,0.18,23 - Kolkata Dakshin (West Bengal),25,23
8.0,SUSANTA MONDAL,Independent,2090,1,2091,0.17,23 - Kolkata Dakshin (West Bengal),25,23
9.0,MUMTAZ ALI,Independent,1960,9,1969,0.16,23 - Kolkata Dakshin (West Bengal),25,23
10.0,MUKTI,Right to Recall Party,1537,7,1544,0.12,23 - Kolkata Dakshin (West Bengal),25,23
11.0,SANJOY (RANA) CHANDA,Kisan Mazdoor Sangharsh Party,1186,7,1193,0.1,23 - Kolkata Dakshin (West Bengal),25,23
12.0,SANJANA RAM,Independent,1052,4,1056,0.08,23 - Kolkata Dakshin (West Bengal),25,23
13.0,YASMIN ISLAM,Social Democratic Party Of India,981,4,985,0.08,23 - Kolkata Dakshin (West Bengal),25,23
14.0,ATANU DAS,Independent,969,2,971,0.08,23 - Kolkata Dakshin (West Bengal),25,23
15.0,MRIDUL OJHA,Independent,856,6,862,0.07,23 - Kolkata Dakshin (West Bengal),25,23
16.0,DIPENDU HAZRA,Independent,794,10,804,0.06,23 - Kolkata Dakshin (West Bengal),25,23
17.0,MD. SHAKIL WARSI,Independent,503,1,504,0.04,23 - Kolkata Dakshin (West Bengal),25,23
18.0,NOTA,None of the Above,6348,75,6423,0.52,23 - Kolkata Dakshin (West Bengal),25,23
,Total,,1238425,5052,1243477,,23 - Kolkata Dakshin (West Bengal),25,23
1.0,BANDYOPADHYAY SUDIP,All India Trinamool Congress,453177,1519,454696,47.44,24 - Kolkata Uttar (West Bengal),25,24
2.0,TAPAS ROY,Bharatiya Janata Party,361268,868,362136,37.78,24 - Kolkata Uttar (West Bengal),25,24
3.0,PRADIP BHATTACHARYA,Indian National Congress,114556,426,114982,12.0,24 - Kolkata Uttar (West Bengal),25,24
4.0,DR. BIPLAB CHANDRA,Socialist Unity Centre Of India (COMMUNIST),3640,18,3658,0.38,24 - Kolkata Uttar (West Bengal),25,24
5.0,OMPRAKASH PRAJAPATI,Bahujan Samaj Party,3133,47,3180,0.33,24 - Kolkata Uttar (West Bengal),25,24
6.0,PRANATI PAUL,Independent,2267,5,2272,0.24,24 - Kolkata Uttar (West Bengal),25,24
7.0,SURENDRA KUMAR KABRA,Independent,1317,5,1322,0.14,24 - Kolkata Uttar (West Bengal),25,24
8.0,SWAPAN DAS,Independent,1163,3,1166,0.12,24 - Kolkata Uttar (West Bengal),25,24
9.0,MISBAHUS SALAM,Independent,975,6,981,0.1,24 - Kolkata Uttar (West Bengal),25,24
10.0,SAMPA GUHA,Bharatiya Nyay-Adhikar Raksha Party,912,4,916,0.1,24 - Kolkata Uttar (West Bengal),25,24
11.0,RAJKUMAR PALIT,Mission Naya Digant Party,768,4,772,0.08,24 - Kolkata Uttar (West Bengal),25,24
12.0,SMT. RINKU GUPTA,Pyramid Party of India,649,10,659,0.07,24 - Kolkata Uttar (West Bengal),25,24
13.0,AMAL KUMAR DEY,Independent,582,9,591,0.06,24 - Kolkata Uttar (West Bengal),25,24
14.0,ANUJIT KUMAR NAN,Independent,555,2,557,0.06,24 - Kolkata Uttar (West Bengal),25,24
15.0,BINOY KRISHNA CHATTERJEE,Independent,500,1,501,0.05,24 - Kolkata Uttar (West Bengal),25,24
16.0,NOTA,None of the Above,10004,40,10044,1.05,24 - Kolkata Uttar (West Bengal),25,24
,Total,,955466,2967,958433,,24 - Kolkata Uttar (West Bengal),25,24
1.0,PRASUN BANERJEE,All India Trinamool Congress,625229,1264,626493,49.26,25 - Howrah (West Bengal),25,25
2.0,DR RATHIN CHAKRAVARTY,Bharatiya Janata Party,455996,1055,457051,35.94,25 - Howrah (West Bengal),25,25
3.0,SABYASACHI CHATTERJEE,Communist Party of India (Marxist),151483,522,152005,11.95,25 - Howrah (West Bengal),25,25
4.0,PALASH BACHAR,Bahujan Samaj Party,6342,12,6354,0.5,25 - Howrah (West Bengal),25,25
5.0,SEIKH SAKIRUL ISLAM,Independent,5271,-,5271,0.41,25 - Howrah (West Bengal),25,25
6.0,SHIWA MALLICK,Independent,3218,2,3220,0.25,25 - Howrah (West Bengal),25,25
7.0,UTTAM CHATTERJEE,Socialist Unity Centre Of India (COMMUNIST),2319,6,2325,0.18,25 - Howrah (West Bengal),25,25
8.0,SHAMPA DAS,Bharatiya Nyay-Adhikar Raksha Party,2053,12,2065,0.16,25 - Howrah (West Bengal),25,25
9.0,RATHIN GANGULY,Independent,1884,3,1887,0.15,25 - Howrah (West Bengal),25,25
10.0,PRASUN LAHIRI,Independent,1323,3,1326,0.1,25 - Howrah (West Bengal),25,25
11.0,RAJESH KUMAR PRASAD,All India Arya Mahasabha,1268,4,1272,0.1,25 - Howrah (West Bengal),25,25
12.0,ADARSHA MONDAL,Independent,939,6,945,0.07,25 - Howrah (West Bengal),25,25
13.0,AJAZ AHMED ANSARI,Independent,856,1,857,0.07,25 - Howrah (West Bengal),25,25
14.0,TAPAS BARUI,Independent,637,4,641,0.05,25 - Howrah (West Bengal),25,25
15.0,NOTA,None of the Above,10036,48,10084,0.79,25 - Howrah (West Bengal),25,25
,Total,,1268854,2942,1271796,,25 - Howrah (West Bengal),25,25
1.0,SAJDA AHMED,All India Trinamool Congress,722586,2036,724622,52.1,26 - Uluberia (West Bengal),25,26
2.0,ARUNUDAY PAULCHOWDHURY,Bharatiya Janata Party,504611,1338,505949,36.38,26 - Uluberia (West Bengal),25,26
3.0,AZAHAR MOLLICK,Indian National Congress,78304,285,78589,5.65,26 - Uluberia (West Bengal),25,26
4.0,MOFIKUL ISLAM,All India Secular Front,38971,20,38991,2.8,26 - Uluberia (West Bengal),25,26
5.0,ARIT KARAK,Independent,7287,5,7292,0.52,26 - Uluberia (West Bengal),25,26
6.0,AMAL KUMAR DEYATI,Bharatiya Nyay-Adhikar Raksha Party,5445,6,5451,0.39,26 - Uluberia (West Bengal),25,26
7.0,RAMESH KHANRA,Independent,5094,10,5104,0.37,26 - Uluberia (West Bengal),25,26
8.0,BIMALESH KUMAR HELA,Bahujan Samaj Party,4867,8,4875,0.35,26 - Uluberia (West Bengal),25,26
9.0,SK. SAPIYAR ALI,Independent,2924,-,2924,0.21,26 - Uluberia (West Bengal),25,26
10.0,NIKHIL BERA,Socialist Unity Centre Of India (COMMUNIST),2095,12,2107,0.15,26 - Uluberia (West Bengal),25,26
11.0,AMAL KUMAR BARMAN,Independent,1997,3,2000,0.14,26 - Uluberia (West Bengal),25,26
12.0,RAMPRASAD GHORAI,Indian Unity Centre,1568,4,1572,0.11,26 - Uluberia (West Bengal),25,26
13.0,NOTA,None of the Above,11263,55,11318,0.81,26 - Uluberia (West Bengal),25,26
,Total,,1387012,3782,1390794,,26 - Uluberia (West Bengal),25,26
1.0,KALYAN BANERJEE,All India Trinamool Congress,671865,2105,673970,45.65,27 - Srerampur (West Bengal),25,27
2.0,KABIR SHANKAR BOSE,Bharatiya Janata Party,497720,1420,499140,33.8,27 - Srerampur (West Bengal),25,27
3.0,DIPSITA DHAR,Communist Party of India (Marxist),238131,1015,239146,16.2,27 - Srerampur (West Bengal),25,27
4.0,SAHARIAR MULLICK (BAPI),All India Secular Front,25659,18,25677,1.74,27 - Srerampur (West Bengal),25,27
5.0,SUNDAR PATRA,Independent,9897,5,9902,0.67,27 - Srerampur (West Bengal),25,27
6.0,SASANKA CHAKRABORTY,Independent,3933,5,3938,0.27,27 - Srerampur (West Bengal),25,27
7.0,SUPRIYA BISWAS,Bahujan Samaj Party,3572,17,3589,0.24,27 - Srerampur (West Bengal),25,27
8.0,KALYAN PAUL,Independent,1749,9,1758,0.12,27 - Srerampur (West Bengal),25,27
9.0,PRADYUT CHOWDHURI,Socialist Unity Centre Of India (COMMUNIST),1671,9,1680,0.11,27 - Srerampur (West Bengal),25,27
10.0,KALYAN SAMANTA,Independent,1421,19,1440,0.1,27 - Srerampur (West Bengal),25,27
11.0,SARKAR MANGAL,Bahujan Maha Party,1256,2,1258,0.09,27 - Srerampur (West Bengal),25,27
12.0,NOTA,None of the Above,14964,70,15034,1.02,27 - Srerampur (West Bengal),25,27
,Total,,1471838,4694,1476532,,27 - Srerampur (West Bengal),25,27
1.0,RACHNA BANERJEE,All India Trinamool Congress,700120,2624,702744,46.31,28 - Hooghly (West Bengal),25,28
2.0,LOCKET CHATTERJEE,Bharatiya Janata Party,623867,2024,625891,41.24,28 - Hooghly (West Bengal),25,28
3.0,MANADIP GHOSH,Communist Party of India (Marxist),139250,669,139919,9.22,28 - Hooghly (West Bengal),25,28
4.0,SURAJIT HEMBRAM,Independent,9257,11,9268,0.61,28 - Hooghly (West Bengal),25,28
5.0,SAMIM ALI MOLLICK,Independent,6555,12,6567,0.43,28 - Hooghly (West Bengal),25,28
6.0,JAMINI BHAR,Bahujan Samaj Party,4684,34,4718,0.31,28 - Hooghly (West Bengal),25,28
7.0,AJANTA SARKAR,Bharatiya National Janata Dal,3619,20,3639,0.24,28 - Hooghly (West Bengal),25,28
8.0,SK KAMALUDDIN,Independent,2755,11,2766,0.18,28 - Hooghly (West Bengal),25,28
9.0,SANCHITA BERA,Independent,2632,17,2649,0.17,28 - Hooghly (West Bengal),25,28
10.0,PABAN MAZUMDER,Socialist Unity Centre Of India (COMMUNIST),2367,13,2380,0.16,28 - Hooghly (West Bengal),25,28
11.0,PRADIP PAL,Bharatiya Nyay-Adhikar Raksha Party,2205,15,2220,0.15,28 - Hooghly (West Bengal),25,28
12.0,MRINAL KANTI DAS,Independent,1387,11,1398,0.09,28 - Hooghly (West Bengal),25,28
13.0,NOTA,None of the Above,13250,102,13352,0.88,28 - Hooghly (West Bengal),25,28
,Total,,1511948,5563,1517511,,28 - Hooghly (West Bengal),25,28
1.0,BAG MITALI,All India Trinamool Congress,710432,2155,712587,45.71,29 - Arambagh (West Bengal),25,29
2.0,ARUP KANTI DIGAR,Bharatiya Janata Party,704124,2064,706188,45.3,29 - Arambagh (West Bengal),25,29
3.0,BIPLAB KUMAR MOITRA,Communist Party of India (Marxist),92073,429,92502,5.93,29 - Arambagh (West Bengal),25,29
4.0,RAGHU MALLIK,Independent,16123,7,16130,1.03,29 - Arambagh (West Bengal),25,29
5.0,SUBIR KUMAR ROY,Bahujan Samaj Party,3807,24,3831,0.25,29 - Arambagh (West Bengal),25,29
6.0,VASKAR MALIK,Independent,3662,3,3665,0.24,29 - Arambagh (West Bengal),25,29
7.0,SUKANTA POREL,Socialist Unity Centre Of India (COMMUNIST),1807,9,1816,0.12,29 - Arambagh (West Bengal),25,29
8.0,BABLU GHANTI,Independent,1610,19,1629,0.1,29 - Arambagh (West Bengal),25,29
9.0,ABHIJIT MAJI,Independent,1600,6,1606,0.1,29 - Arambagh (West Bengal),25,29
10.0,ALOK DOLAI,Independent,1081,13,1094,0.07,29 - Arambagh (West Bengal),25,29
11.0,NOTA,None of the Above,17981,50,18031,1.16,29 - Arambagh (West Bengal),25,29
,Total,,1554300,4779,1559079,,29 - Arambagh (West Bengal),25,29
1.0,ABHIJIT GANGOPADHYAY,Bharatiya Janata Party,761183,4401,765584,48.54,30 - Tamluk (West Bengal),25,30
2.0,DEBANGSHU BHATTACHARYA,All India Trinamool Congress,683955,3896,687851,43.61,30 - Tamluk (West Bengal),25,30
3.0,SAYAN BANERJEE,Communist Party of India (Marxist),84774,615,85389,5.41,30 - Tamluk (West Bengal),25,30
4.0,MOHIUDDIN AHMED MAHI,All India Secular Front,12303,36,12339,0.78,30 - Tamluk (West Bengal),25,30
5.0,SURYANEEL DAS,Independent,6012,2,6014,0.38,30 - Tamluk (West Bengal),25,30
6.0,NARAYAN CHANDRA NAYAK,Socialist Unity Centre Of India (COMMUNIST),5633,49,5682,0.36,30 - Tamluk (West Bengal),25,30
7.0,SABITRI BISHAI,Bahujan Samaj Party,3724,30,3754,0.24,30 - Tamluk (West Bengal),25,30
8.0,DEBAPRASAD JANA,Independent,1460,7,1467,0.09,30 - Tamluk (West Bengal),25,30
9.0,KALIPADA DAS,Independent,947,27,974,0.06,30 - Tamluk (West Bengal),25,30
10.0,NOTA,None of the Above,8223,42,8265,0.52,30 - Tamluk (West Bengal),25,30
,Total,,1568214,9105,1577319,,30 - Tamluk (West Bengal),25,30
1.0,ADHIKARI SOUMENDU,Bharatiya Janata Party,757906,5289,763195,49.85,31 - Kanthi (West Bengal),25,31
2.0,UTTAM BARIK SON OF LATE BIRENDRA BARIK,All India Trinamool Congress,709763,5668,715431,46.73,31 - Kanthi (West Bengal),25,31
3.0,URBASI BANERJEE,Indian National Congress,30737,385,31122,2.03,31 - Kanthi (West Bengal),25,31
4.0,BIDESH BASU MAITY,Independent,5633,21,5654,0.37,31 - Kanthi (West Bengal),25,31
5.0,MANAS PRADHAN,Socialist Unity Centre Of India (COMMUNIST),2489,40,2529,0.17,31 - Kanthi (West Bengal),25,31
6.0,UTTAM BARIK SON OF LATE NARAYAN BARIK,Independent,1963,35,1998,0.13,31 - Kanthi (West Bengal),25,31
7.0,MAKHAN LAL MAHAPATRA,Bahujan Samaj Party,1792,12,1804,0.12,31 - Kanthi (West Bengal),25,31
8.0,MD AHAMADULLAH KHAN,Independent,530,56,586,0.04,31 - Kanthi (West Bengal),25,31
9.0,ARJUN KUMAR MAITY,Independent,504,40,544,0.04,31 - Kanthi (West Bengal),25,31
10.0,NOTA,None of the Above,8075,59,8134,0.53,31 - Kanthi (West Bengal),25,31
,Total,,1519392,11605,1530997,,31 - Kanthi (West Bengal),25,31
1.0,ADHIKARI DEEPAK (DEV),All India Trinamool Congress,834558,3432,837990,52.36,32 - Ghatal (West Bengal),25,32
2.0,DR. HIRANMOY CHATTOPADHYAYA,Bharatiya Janata Party,652098,3024,655122,40.93,32 - Ghatal (West Bengal),25,32
3.0,TAPAN GANGULI,Communist Party of India,74399,509,74908,4.68,32 - Ghatal (West Bengal),25,32
4.0,SOUMEN MADRAJI,Bahujan Samaj Party,7916,25,7941,0.5,32 - Ghatal (West Bengal),25,32
5.0,GOPAL MONDAL,Independent,4238,6,4244,0.27,32 - Ghatal (West Bengal),25,32
6.0,DINESH MAIKAP,Socialist Unity Centre Of India (COMMUNIST),4124,24,4148,0.26,32 - Ghatal (West Bengal),25,32
7.0,SAHEB CHOWDHURY,Independent,3228,9,3237,0.2,32 - Ghatal (West Bengal),25,32
8.0,NOTA,None of the Above,12889,77,12966,0.81,32 - Ghatal (West Bengal),25,32
,Total,,1593450,7106,1600556,,32 - Ghatal (West Bengal),25,32
1.0,KALIPADA SAREN (KHERWAL),All India Trinamool Congress,740132,3346,743478,49.87,33 - Jhargram (West Bengal),25,33
2.0,DR. PRANAT TUDU,Bharatiya Janata Party,566553,2877,569430,38.2,33 - Jhargram (West Bengal),25,33
3.0,SONAMANI TUDU,Communist Party of India (Marxist),76850,452,77302,5.19,33 - Jhargram (West Bengal),25,33
4.0,SURYA SINGH BESRA,Jharkhand People's Party,19408,86,19494,1.31,33 - Jhargram (West Bengal),25,33
5.0,BARUN MAHATO,Independent,12029,58,12087,0.81,33 - Jhargram (West Bengal),25,33
6.0,ARUNKUMAR HANSDA,Bahujan Samaj Party,11949,40,11989,0.8,33 - Jhargram (West Bengal),25,33
7.0,SURENDRANATH SING,Independent,10781,6,10787,0.72,33 - Jhargram (West Bengal),25,33
8.0,RAMANATH ORANG,Independent,7178,10,7188,0.48,33 - Jhargram (West Bengal),25,33
9.0,BIPLAB HEMBRAM,Independent,7156,14,7170,0.48,33 - Jhargram (West Bengal),25,33
10.0,BAPI SOREN,All India Secular Front,5854,41,5895,0.4,33 - Jhargram (West Bengal),25,33
11.0,BIRSABIR BASKEY,Ambedkarite Party of India,4344,18,4362,0.29,33 - Jhargram (West Bengal),25,33
12.0,SUSHIL MANDI,Socialist Unity Centre Of India (COMMUNIST),2879,13,2892,0.19,33 - Jhargram (West Bengal),25,33
13.0,GUNADHAR SING,Independent,2818,31,2849,0.19,33 - Jhargram (West Bengal),25,33
14.0,NOTA,None of the Above,15871,49,15920,1.07,33 - Jhargram (West Bengal),25,33
,Total,,1483802,7041,1490843,,33 - Jhargram (West Bengal),25,33
1.0,JUNE MALIAH,All India Trinamool Congress,699562,2630,702192,47.4,34 - Medinipur (West Bengal),25,34
2.0,AGNIMITRA PAUL,Bharatiya Janata Party,671328,3673,675001,45.56,34 - Medinipur (West Bengal),25,34
3.0,BIPLAB BHATTA,Communist Party of India,57345,440,57785,3.9,34 - Medinipur (West Bengal),25,34
4.0,ANINDITA JANA,Socialist Unity Centre Of India (COMMUNIST),9744,47,9791,0.66,34 - Medinipur (West Bengal),25,34
5.0,SANJIB DEY,Independent,8703,8,8711,0.59,34 - Medinipur (West Bengal),25,34
6.0,ANJAN (BABALU) MANDAL,Bahujan Samaj Party,6483,20,6503,0.44,34 - Medinipur (West Bengal),25,34
7.0,KAMALESH MAHATA,Independent,4229,21,4250,0.29,34 - Medinipur (West Bengal),25,34
8.0,SUKESH CHANDRA PALMAL,Independent,2757,5,2762,0.19,34 - Medinipur (West Bengal),25,34
9.0,BISWAJIT DAS,Independent,2141,3,2144,0.14,34 - Medinipur (West Bengal),25,34
10.0,NOTA,None of the Above,12362,62,12424,0.84,34 - Medinipur (West Bengal),25,34
